"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","Environment2","syllabicity","Environment","Environment4","TypeOfL","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical"
"1012",6580,"naughtily","participant_6A_Experiment_2",3616,"participant_6_A_192.TextGrid","N","N","Unaccented","Simon",192,0.512540152016638,3,6,0.0298721786824689,"@","V",0.0219444727891158,"i","V",0.0830179992140865,0.0380541491959105,0,9.62400000000002,"NoGlottalStop",0,11.7063999306053,0.112890177896555,0.399649974120083,0.260859380501683,0.512540152016638,0.112890177896555,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",2,629.12,784.73,20,"male","British English","no","Birmingham. UK","Japanese - medium proficient. Dutch - basic. German - medium proficient","no","Abnormal and Clinical Psychology - Year 2","Anglia Ruskin University","no","no","no","no","no","unaccented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.112890177896555,"no","L","l",2,"word","V#l","no","#l","V#l-none","tap",29.8721786824689,"Pause","No Pause",1.14297589359933,"MidFreq"
"1013",6581,"naughtily","participant_5B_Experiment_2",3358,"participant_5_B_122.TextGrid","N","N","Accented","Viktoria",122,0.643443672154853,3,6,0.051018912153606,"@","V",0.0425106728405651,"i","V",0.071586200450442,0.0539767573696142,0.322630779848171,4.80000000000007,"NoGlottalStop",0,9.32482555917657,0.122605112604048,0.520838559550805,0.375144845377765,0.643443672154853,0.122605112604048,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",1,868.83,1043.44,20,"male","British English","no","Leeds","None","I know a few words and phrases. I have never studied it","English Language and English Language Teaching. 2nd year","Anglia Ruskin University","Yes. 1 year","Yes","Yes","Yes","Yes","unaccented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.122605112604048,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",51.018912153606,"Pause","Pause",2.29166666666663,"MidFreq"
"1014",6582,"naughtily","participant_3B_Experiment_2",2632,"participant_3_B_286.TextGrid","N","N","Accented","Mandy",286,0.473797191391176,2,5,0.0489432959330918,"t","C",0.0848281950266077,"i","V",0.110507504589137,0.0369060850884977,0.0199168556311413,5.20400000000018,"NoGlottalStop",0,10.5530384958992,0.159450800522229,0.314346390868947,0.314346390868947,0.473797191391176,0.159450800522229,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",3,764.26,1073.05,65,"male","British English","no","Aberdeen. Scotland","French. basic","yes. Scottish higher (roughly equivalent to A-level)","Chemistry. PhD  completed","Aberdeen University","no","no","no","no","no","unaccented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.159450800522229,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",48.9432959330918,"Pause","Pause",2.11375864719439,"MidFreq"
"1015",6583,"naughtily","participant_2A_Experiment_2",2048,"participant_2_A_40.TextGrid","N","N","Unaccented","Mandy",40,0.535581857574339,2,5,0.04562477324263,"t","C",0.117822341899724,"I","V",0.0948454212454211,0,0,8.35200000000003,"NoGlottalStop",0,9.3356410962931,0.140470194488051,0.395111663086288,0.395111663086288,0.535581857574339,0.140470194488051,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",3,751.58,838.84,21,"male","British English","no","Nantwich. Cheshire","None","no","Foundation Gaming Technology BS/c 1st Year","Anglia Ruskin University","Yes 1 Year","no","no","no","no","unaccented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.140470194488051,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",45.62477324263,"No Pause","No Pause",1.31704980842911,"MidFreq"
"1016",6584,"naughtily","participant_6B_Experiment_2",3933,"participant_6_B_340.TextGrid","N","N","Accented","Viktoria",340,0.652247417485513,3,6,0.0543843911190844,"@","V",0.0451207919065064,"i","V",0.13453172803513,0.107464096749811,0.184315696649029,6.09555555555562,"NoGlottalStop",0,9.19896321419052,0.188916119154214,0.463331298331299,0.301740623219795,0.652247417485513,0.188916119154214,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",1,680.66,792.64,33,"male","British English","no","England. South East","None","no","Fine Art. Second Year","Anglia Ruskin","no","no","no","no","no","accented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.188916119154214,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",54.3843911190844,"Pause","Pause",0.984323733138889,"MidFreq"
"1017",6585,"naughtily","participant_9B_Experiment_2",5069,"participant_9_B_176.TextGrid","N","N","Accented","Simon",176,0.627321917272656,3,6,0.0479598523169953,"@","V",0.045854206639921,"i","V",0.110550942215967,0.193431594860166,0.31120415982485,6.66800000000012,"NoGlottalStop",0,9.56446735686455,0.158510794532962,0.468811122739694,0.312884137782097,0.627321917272656,0.158510794532962,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",2,883.15,1000.88,18,"male","British English","no","Southend. Colchester","None","no","Computer Science Year 1","Anglia Ruskin University","no","no","no","no","no","accented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.158510794532962,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",47.9598523169953,"Pause","Pause",0.899820035992785,"MidFreq"
"1018",6586,"naughtily","participant_8A_Experiment_2",4406,"participant_8_A_119.TextGrid","N","N","Accented","Viktoria",119,0.474308390022676,3,6,0.0408047087147616,"@","V",0.0383858769096865,"i","V",0.0934505193023711,0.0787006802721089,0.0655284107170377,4.61599999999999,"NoGlottalStop",0,12.6499976095998,0.134255228017133,0.340053162005543,0.207082974686473,0.474308390022676,0.134255228017133,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",2,834.92,1022.03,21,"male","British English","no","London. then Oxfordshire","French (proficient). Arabic (proficient). Farsi (medium proficient)","Yes. I studied Latin for 8 years. proficient.","Middle Eastern Studies. 4th year","University of Cambridge","no","I went to a few lectures on phonetics in my first year of university.","The above lecture also covered phonology.","no","no","unaccented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.134255228017133,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",40.8047087147616,"Pause","Pause",2.38301559792028,"MidFreq"
"1019",6587,"naughtily","participant_9A_Experiment_2",5004,"participant_9_A_76.TextGrid","N","N","Accented","Simon",76,0.576723287294716,2,5,0.0481530531834484,"t","C",0.129343483425116,"i","V",0.155187082870973,0,0.0534777021919881,5.48399999999992,"NoGlottalStop",0,8.66966899057244,0.203340136054422,0.373383151240294,0.373383151240294,0.576723287294716,0.203340136054422,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",1,677.58,776.81,20,"female","British English ","no","Maidenhead. Berksire. Uk","None ","no","English Langaueg and Linguistics - Year 2","Anglia Ruskin ","Yes two years ","Yes ","Yes","Yes","Yes","unaccented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.203340136054422,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",48.1530531834484,"No Pause","Pause",2.00583515681987,"MidFreq"
"1020",6588,"naughtily","participant_3A_Experiment_2",2366,"participant_3_A_189.TextGrid","N","N","Unaccented","Viktoria",189,0.695603409702789,2,5,0.0570225497606449,"t","C",0.128651662113638,"i","V",0.206317986131651,0.0704731743124598,0.0736319382825594,3.66800000000001,"NoGlottalStop",0,7.1880038686647,0.263340535892296,0.432262873810493,0.303611211696855,0.695603409702789,0.263340535892296,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",2,847.3,962.52,20,"female","British English","no","Kent. England","Portuguese (basic)","no","Second year. Psychological and Behavioural Sciences","University of Cambridge","no","no","no","no","no","accented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.391992198005933,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",57.0225497606449,"Pause","Pause",1.63576881134133,"MidFreq"
"1021",6589,"naughtily","participant_12A_Experiment_2",961,"participant_12_A_273.TextGrid","N","N","Accented","Sonia",273,0.533878476823929,3,6,0.0408624878522839,"@","V",0.0380814106947895,"i","V",0.109390172730361,0.0721273421649362,0.0341415733013841,4.27199999999993,"NoGlottalStop",0,11.238512621251,0.150252660582645,0.383625816241284,0.221202211878904,0.533878476823929,0.150252660582645,"ly",10,16,NA,"naughty",10,681,3,"unstressed",NA,"transparent","word",1,972.92,1298.44,31,"male","British English","no","Cambridge. UK","Japanese (basic/functional). French (GCSE). German (GCSE)","Yes. I did Latin GCSE. (That was for three years at secondary school.)","I studied Pure Mathematics.","I studied at Warwick.","Yes. I did a CELTA English-teaching qualification. which has a large component on phonetics. etc. I continue to build on that as I teach EFL.","no","no","no","no","accented","Experiment_2",2.30258509299405,6.52356230614951,2.30258509299405,0.0146842878120411,-4.22097721315547,"naughty","unstressed","none",0.150252660582645,"no","l","l",2,"word","V#l","no","#l","V#l-none","approximant",40.8624878522839,"Pause","Pause",1.40449438202249,"MidFreq"
"1022",6590,"newly","participant_9B_Experiment_2",5197,"participant_9_B_53.TextGrid","N","N","Accented","Simon",53,0.631291761148904,2,4,0.070599000206143,"Y","V",0.151221247337319,"i","V",0.154018140589569,0.0708241518829753,0.191045351473923,6.39200000000005,"NoGlottalStop",0,6.33621448301542,0.224617140795712,0.406674620353192,0.406674620353192,0.631291761148904,0.224617140795712,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,883.15,1000.88,18,"male","British English","no","Southend. Colchester","None","no","Computer Science Year 1","Anglia Ruskin University","no","no","no","no","no","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.224617140795712,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",70.599000206143,"Pause","Pause",0.938673341677089,"LowFreq"
"1023",6591,"newly","participant_13A_Experiment_2",1270,"participant_13_A_12.TextGrid","N","N","Unaccented","Sonia",12,0.432122970881474,2,5,0.0697804999080007,"u","V",0.0810635080059858,"i","V",0.0979793800150612,0,0.0591888269709213,6.46400000000001,"NoGlottalStop",0,11.5707803956838,0.167759879923062,0.264363090958412,0.264363090958412,0.432122970881474,0.167759879923062,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,752.18,872.99,19,"male","British English","no","South Devon","French proficient and Spanish medium proficient","no","Linguistics 1st year","University of Cambridge","Yes. for around 4 weeks","Yes","Yes","no","no","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.167759879923062,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",69.7804999080007,"No Pause","Pause",1.70173267326732,"LowFreq"
"1024",6592,"newly","participant_6A_Experiment_2",3609,"participant_6_A_181.TextGrid","N","N","Accented","Simon",181,0.448218573143543,2,5,0.0677132087599928,"Y","V",0.12007262808505,"i","V",0.114094234023884,0.149596322045302,0,11.0639999999999,"NoGlottalStop",0,11.1552717794199,0.181807442783877,0.266411130359666,0.266411130359666,0.448218573143543,0.181807442783877,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,629.12,784.73,20,"male","British English","no","Birmingham. UK","Japanese - medium proficient. Dutch - basic. German - medium proficient","no","Abnormal and Clinical Psychology - Year 2","Anglia Ruskin University","no","no","no","no","no","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.181807442783877,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",67.7132087599928,"Pause","No Pause",0.994215473608107,"LowFreq"
"1025",6593,"newly","participant_7A_Experiment_2",4141,"participant_7_A_37.TextGrid","N","N","Unaccented","Mandy",37,0.437399946991784,2,4,0.0610989159686608,"u","V",0.135632519507385,"i","V",0.106410503839363,0.0366071796684042,0.0436690866822915,3.49999999999999,"NoGlottalStop",0,9.1449485248226,0.167509419808024,0.26989052718376,0.26989052718376,0.437399946991784,0.167509419808024,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,622.76,704.26,23,"male","British English","no","Oxford. England","None","no","Life Sciences. Year 3","Anglia Ruskin University","no","no","no","no","no","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.167509419808024,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",61.0989159686608,"Pause","Pause",1.71428571428572,"LowFreq"
"1026",6594,"newly","participant_4A_Experiment_2",2730,"participant_4_A_121.TextGrid","N","N","Accented","Viktoria",121,0.471609322247418,2,5,0.0684540627362058,"U","V",0.122273135956892,"i","V",0.123727689594356,0,0.0682882968002014,4.09415327969953,"NoGlottalStop",0,10.6019956861177,0.192181752330562,0.279427569916856,0.279427569916856,0.471609322247418,0.192181752330562,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",2,871.8,996.91,19,"female","British English","no","Wells-next-the-sea. Norfolk. UK","None","no","2nd Year Meida Studies","Anglia Ruskin University ","no","no","no","no","no","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.192181752330562,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",68.4540627362058,"No Pause","Pause",1.46550448654437,"LowFreq"
"1027",6595,"newly","participant_6B_Experiment_2",3867,"participant_6_B_238.TextGrid","N","N","Unaccented","Viktoria",238,0.495226081075705,2,5,0.0836930174368602,"U","V",0.115651441009443,"i","V",0.123617379518857,0.0928414929185077,0.420512471655329,6.91999999999985,"NoGlottalStop",0,10.0963987783908,0.207310396955717,0.287915684119988,0.287915684119988,0.495226081075705,0.207310396955717,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,680.66,792.64,33,"male","British English","no","England. South East","None","no","Fine Art. Second Year","Anglia Ruskin","no","no","no","no","no","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.207310396955717,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",83.6930174368602,"Pause","Pause",0.867052023121406,"LowFreq"
"1028",6596,"newly","participant_8B_Experiment_2",4784,"participant_8_B_64.TextGrid","N","N","Unaccented","Mandy",64,0.476237889095032,2,4,0.0608440500838019,"Y","V",0.181252389531005,"i","V",0.115450752422181,0.0309348587920018,0.0246804347005556,5.59999999999997,"NoGlottalStop",0,8.39916371962965,0.176294802505983,0.299943086589049,0.299943086589049,0.476237889095032,0.176294802505983,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,731.43,938.66,31,"female","British English","no","Cambridge UK","Basic Japanese","no","English Language and English Language Teaching. Year 2","Anglia Ruskin University Cambridge","Year 1 at ARU","Years 1 and 2 ARU","Years 1 and 2 ARU","Year 1 ARU","Year 1 ARU","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.176294802505983,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",60.8440500838019,"Pause","Pause",1.96428571428572,"LowFreq"
"1029",6597,"newly","participant_10A_Experiment_2",159,"participant_10_A_323.TextGrid","N","N","Accented","Viktoria",323,0.663112874779541,2,5,0.079331875607386,"u","V",0.0906200120740941,"i","V",0.259658244250081,0.0784344108013573,0.125742933661805,4.20775356485728,"NoGlottalStop",0,7.54019442264984,0.338990119857467,0.324122754922075,0.324122754922075,0.663112874779541,0.338990119857467,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,690.83,785.84,25,"female","British English","no","Surrey. England","None","no","English Language & Linguistics - Second Year","Anglia Ruskin University","Yes - one year","Yes","Yes","Yes","Yes","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.338990119857467,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",79.331875607386,"Pause","Pause",1.42593902126574,"LowFreq"
"1030",6598,"newly","participant_5A_Experiment_2",3309,"participant_5_A_52.TextGrid","N","N","Unaccented","Viktoria",52,0.442320583017447,2,4,0.0631774501405444,"U@","V",0.130865543241176,"i","V",0.110389898200673,0.0453677311746268,0.680688257424824,4.81200000000001,"NoGlottalStop",0,9.0432147034908,0.173567348341218,0.268753234676229,0.268753234676229,0.442320583017447,0.173567348341218,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,731.92,833.23,27,"male","British English","no","Taunton. Somerset. UK (South West)","None","no","Psychological and Behavioural Sciences (1st Year)","University of Cambridge","no","no","no","no","no","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.173567348341218,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",63.1774501405444,"Pause","Pause",1.24688279301745,"LowFreq"
"1031",6599,"newly","participant_1A_Experiment_2",1545,"participant_1_A_210.TextGrid","N","N","Accented","Sonia",210,0.460984504913077,2,4,0.0717118237512975,"I","V",0.157112720751818,"i","V",0.119652459973889,0,0.0622423064463877,6.60399999999981,"NoGlottalStop",0,8.67708124105872,0.191364283725186,0.26962022118789,0.26962022118789,0.460984504913077,0.191364283725186,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,698.32,820.71,25,"female","British English","no","England","Mandarin. basic ","no","MA Dramatherapy year 2","Anglia Ruskin","no","no","no","no","no","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.191364283725186,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",71.7118237512975,"No Pause","Pause",1.66565717746825,"LowFreq"
"1032",6600,"newly","participant_2A_Experiment_2",1997,"participant_2_A_263.TextGrid","N","N","Unaccented","Mandy",263,0.395329984301412,2,4,0.0576266788766784,"u","V",0.135185330542474,"i","V",0.0797237484737483,0,0.0245489272632131,5.05600000000004,"NoGlottalStop",0,10.1181295597105,0.137350427350427,0.257979556950986,0.257979556950986,0.395329984301412,0.137350427350427,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",2,751.58,838.84,21,"male","British English","no","Nantwich. Cheshire","None","no","Foundation Gaming Technology BS/c 1st Year","Anglia Ruskin University","Yes 1 Year","no","no","no","no","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.137350427350427,"no","L","l",1,"word","V#l","no","#l","V#l-none","tap",57.6266788766784,"No Pause","Pause",2.17563291139239,"LowFreq"
"1033",6601,"newly","participant_12A_Experiment_2",967,"participant_12_A_283.TextGrid","N","N","Accented","Sonia",283,0.502549603174603,2,5,0.0733353716578204,"u","V",0.100181905323894,"i","V",0.164484580498866,0,0.0615938798242772,3.13600000000019,"NoGlottalStop",0,9.94926663639774,0.237819952156687,0.264729651017916,0.264729651017916,0.502549603174603,0.237819952156687,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,972.92,1298.44,31,"male","British English","no","Cambridge. UK","Japanese (basic/functional). French (GCSE). German (GCSE)","Yes. I did Latin GCSE. (That was for three years at secondary school.)","I studied Pure Mathematics.","I studied at Warwick.","Yes. I did a CELTA English-teaching qualification. which has a large component on phonetics. etc. I continue to build on that as I teach EFL.","no","no","no","no","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.237819952156687,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",73.3353716578204,"No Pause","Pause",1.91326530612233,"LowFreq"
"1034",6602,"newly","participant_5B_Experiment_2",3460,"participant_5_B_279.TextGrid","N","N","Accented","Simon",279,0.34293499622071,2,5,0.0341431303872621,"Y","V",0.0650692869740488,"i","V",0.0904822160476082,0,0.0328462201782118,4.82799999999997,"NoGlottalStop",0,14.5800226139126,0.12462534643487,0.21830964978584,0.21830964978584,0.34293499622071,0.12462534643487,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,868.83,1043.44,20,"male","British English","no","Leeds","None","I know a few words and phrases. I have never studied it","English Language and English Language Teaching. 2nd year","Anglia Ruskin University","Yes. 1 year","Yes","Yes","Yes","Yes","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.12462534643487,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",34.1431303872621,"No Pause","Pause",2.27837613918808,"LowFreq"
"1035",6603,"newly","participant_9A_Experiment_2",4914,"participant_9_A_247.TextGrid","N","N","Unaccented","Viktoria",247,0.453998152347358,2,5,0.0532098383277928,"U","V",0.129763359585172,"i","V",0.147449074699784,0.0818274964306711,0.0633777129456021,4.81999999999994,"NoGlottalStop",0,11.0132606799123,0.200658913027577,0.253339239319782,0.253339239319782,0.453998152347358,0.200658913027577,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,677.58,776.81,20,"female","British English ","no","Maidenhead. Berksire. Uk","None ","no","English Langaueg and Linguistics - Year 2","Anglia Ruskin ","Yes two years ","Yes ","Yes","Yes","Yes","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.200658913027577,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",53.2098383277928,"Pause","Pause",2.28215767634858,"LowFreq"
"1036",6604,"newly","participant_10B_Experiment_2",416,"participant_10_B_91.TextGrid","N","N","Unaccented","Viktoria",91,0.431457414467618,2,5,0.0573315275767055,"u","V",0.0823015330534131,"i","V",0.0881529187562906,0,0,4.84000000000003,"NoGlottalStop",0,11.5886292188757,0.145484446332996,0.285972968134622,0.285972968134622,0.431457414467618,0.145484446332996,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,627.46,777.21,19,"female","British English","no","North-West London","German (proficient). French (proficient). Spanish (basic/medium proficient)","no","MML (French and German)- Second Year","University of Cambridge","no","no","no","no","no","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.145484446332996,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",57.3315275767055,"No Pause","No Pause",2.27272727272726,"LowFreq"
"1037",6605,"newly","participant_8A_Experiment_2",4541,"participant_8_A_318.TextGrid","N","N","Unaccented","Sonia",318,0.345238905085844,2,5,0.0525903341717802,"u","V",0.107251386927937,"i","V",0.0912863968141153,0.0874571250170185,0.0600540438397581,3.19599999999991,"NoGlottalStop",0,14.4827246476081,0.143876730985895,0.201362174099948,0.201362174099948,0.345238905085844,0.143876730985895,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,834.92,1022.03,21,"male","British English","no","London. then Oxfordshire","French (proficient). Arabic (proficient). Farsi (medium proficient)","Yes. I studied Latin for 8 years. proficient.","Middle Eastern Studies. 4th year","University of Cambridge","no","I went to a few lectures on phonetics in my first year of university.","The above lecture also covered phonology.","no","no","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.143876730985895,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",52.5903341717802,"Pause","Pause",1.87734668335425,"LowFreq"
"1038",6606,"newly","participant_1B_Experiment_2",1740,"participant_1_B_195.TextGrid","N","N","Unaccented","Viktoria",195,0.495498031824562,2,5,0.0817319549542661,"u","V",0.0679492841912885,"i","V",0.149627239517173,0.0536229162372017,0.141071644530828,3.64400000000001,"NoGlottalStop",0,10.0908574380984,0.231359194471439,0.264138837353123,0.264138837353123,0.495498031824562,0.231359194471439,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,652.27,805.45,21,"female","British English","no","Cambridge (0-3). Bristol (3-5). Felixstowe (5-7). Bradford (7-16). Abingdon (16 onwards)","Basic French","no","3rd year Materials Science","Cambridge","no","no","no","no","no","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.231359194471439,"no","L","l",1,"word","V#l","no","#l","V#l-none","tap",81.7319549542661,"Pause","Pause",1.64654226125137,"LowFreq"
"1039",6607,"newly","participant_3B_Experiment_2",2549,"participant_3_B_16.TextGrid","N","N","Unaccented","Sonia",16,0.404029982363316,2,5,0.0634336710153036,"u","V",0.0762201279843602,"i","V",0.159460454889027,0,0.0386203671675824,5.512,"NoGlottalStop",0,12.375319204662,0.22289412590433,0.181135856458985,0.181135856458985,0.404029982363316,0.22289412590433,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",3,764.26,1073.05,65,"male","British English","no","Aberdeen. Scotland","French. basic","yes. Scottish higher (roughly equivalent to A-level)","Chemistry. PhD  completed","Aberdeen University","no","no","no","no","no","unaccented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.22289412590433,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",63.4336710153036,"No Pause","Pause",1.99564586357039,"LowFreq"
"1040",6608,"newly","participant_2B_Experiment_2",2093,"participant_2_B_101.TextGrid","N","N","Accented","Viktoria",101,0.591849304939367,2,5,0.0482936419466926,"w","C",0.05672482810873,"i","V",0.215008395763369,0.0528846058070621,0.0574955528188286,2.70800000000003,"NoGlottalStop",0,8.448096429736,0.263302037710061,0.328547267229306,0.328547267229306,0.591849304939367,0.263302037710061,"ly",2,12593,914,"new",2667,124995,2,"unstressed",NA,"transparent","word",1,651.89,768.76,20,"female","British English","no","England","Japanese. basic.  French. basic","no","English Language and Linguistics. 2nd year","Anglia Ruskin","2 years","Yes","Yes","Yes","Yes","accented","Experiment_2",0.693147180559945,11.7360290154844,7.88870952418201,0.021336853474139,-3.8473194913024,"new","primary","none",0.263302037710061,"no","l","l",1,"word","V#l","no","#l","V#l-none","approximant",48.2936419466926,"Pause","Pause",2.2156573116691,"LowFreq"
